txid,wallet,role,amount,timestamp,fee,script_type
tx_2a1184bc3a12464c,bc1qxluuz938eqcr7txymu5g,output,0.15300973,2026-05-15T02:13:08.107524,0.00031316,P2PKH
tx_6c021c2af5144825,bc1qxluuz938eqcr7txymu5g,input,0.05503059,2026-05-18T18:13:08.107524,3.937e-05,P2TR
tx_6cd3c19109444a6b,bc1qy2ekp8yqp5rh82xj3vhs,input,0.02552444,2026-05-21T18:13:08.107524,2.488e-05,P2WPKH
tx_0d4badce439e4fe1,bc1qxluuz938eqcr7txymu5g,output,0.25581047,2026-05-23T12:13:08.107524,0.00014432,P2TR
tx_8bbee6bb101d4ab4,bc1qy2ekp8yqp5rh82xj3vhs,input,0.06769947,2026-05-23T18:13:08.107524,0.00016198,P2WPKH
tx_0b22c759da484ce3,bc1qxluuz938eqcr7txymu5g,output,0.09259594,2026-05-27T16:13:08.107524,0.00010833,P2PKH
tx_3ca53b7617f342e4,bc1qxluuz938eqcr7txymu5g,input,0.04060778,2026-05-29T19:13:08.107524,2.833e-05,P2PKH
tx_2d6887fd9f1f48cf,bc1qy2ekp8yqp5rh82xj3vhs,output,0.13047097,2026-06-02T08:13:08.107524,0.0002826,P2PKH
tx_9bb026f457104ab6,bc1qekkraf0ym4a5ny9uc4q3,input,0.13708327,2026-09-05T19:13:08.107682,9.645e-05,P2WPKH
tx_4ec82c24eeb14686,bc1qekkraf0ym4a5ny9uc4q3,output,0.11465125,2026-09-06T06:13:08.107682,0.00021325,P2WPKH
tx_25241186893f4d62,bc1qekkraf0ym4a5ny9uc4q3,input,0.06300698,2026-09-06T13:13:08.107682,0.00014142,P2TR
tx_6dc4907e1b0344f6,bc1qekkraf0ym4a5ny9uc4q3,input,0.16468917,2026-09-07T21:13:08.107682,0.00025425,P2PKH
tx_4acf7bd2b22a40ae,bc1qekkraf0ym4a5ny9uc4q3,output,0.07788367,2026-09-08T05:13:08.107682,0.00022683,P2TR
tx_2c273f14812c4b74,bc1qekkraf0ym4a5ny9uc4q3,output,0.11118919,2026-09-09T02:13:08.107682,0.00024816,P2TR
tx_f14f932595af4687,bc1qdx2y8rh679uwn326xdzw,input,0.0993333,2026-08-02T15:13:08.107765,0.00024842,P2PKH
tx_0809973a49ce4a24,bc1qpv5aq8zkj930t6rstsxd,output,0.02845604,2026-08-05T07:13:08.107765,5.696e-05,P2WPKH
tx_271efc5df6ce4e6b,bc1qdx2y8rh679uwn326xdzw,input,0.07173728,2026-08-07T00:13:08.107765,0.00017754,P2TR
tx_2852f9246de14b14,bc1qdx2y8rh679uwn326xdzw,input,1.43036996,2026-08-08T19:13:08.107765,0.00276167,P2WPKH
tx_7ba20f3e74d54e0f,bc1qpv5aq8zkj930t6rstsxd,input,0.01432032,2026-08-11T05:13:08.107765,2.779e-05,P2PKH
tx_b1d36c20c0e24b7c,bc1qdx2y8rh679uwn326xdzw,output,0.01673716,2026-08-14T07:13:08.107765,4.238e-05,P2PKH
tx_0ff48b18feed4724,bc1qdx2y8rh679uwn326xdzw,input,0.03342607,2026-08-14T19:13:08.107765,3.666e-05,P2PKH
tx_50ab7e41995a425d,bc1qpv5aq8zkj930t6rstsxd,input,0.06173577,2026-08-15T02:13:08.107765,7.135e-05,P2WPKH
tx_f9e09b7623914279,bc1qdx2y8rh679uwn326xdzw,input,0.04402126,2026-08-19T01:13:08.107765,9.346e-05,P2TR
tx_d7ac152fbf6448ee,bc1qdx2y8rh679uwn326xdzw,input,0.04132872,2026-08-21T18:13:08.107765,8.577e-05,P2PKH
tx_a130a01f00214607,bc1qeywq7d6plhrxhp0qm2ut,output,0.05068454,2026-07-15T08:13:08.107899,5.212e-05,P2WPKH
tx_93357f6f25094e19,bc1qeywq7d6plhrxhp0qm2ut,output,0.01975281,2026-07-18T18:13:08.107899,3.432e-05,P2WPKH
tx_a30717549b2b4ea0,bc1qeywq7d6plhrxhp0qm2ut,output,0.04161096,2026-07-21T04:13:08.107899,6.737e-05,P2PKH
tx_c4a4efada1eb4b54,bc1qeywq7d6plhrxhp0qm2ut,output,0.0253644,2026-07-23T13:13:08.107899,7.573e-05,P2WPKH
tx_e03e31346d364fec,bc1qeywq7d6plhrxhp0qm2ut,input,0.02583642,2026-07-27T10:13:08.107899,5.98e-05,P2PKH
tx_a2a6b5445af143c0,bc1qeywq7d6plhrxhp0qm2ut,output,0.10401965,2026-07-29T12:13:08.107899,9.862e-05,P2PKH
tx_2a28169bd7f7459b,bc1qeywq7d6plhrxhp0qm2ut,output,0.17417676,2026-07-31T03:13:08.107899,0.00012936,P2WPKH
tx_48300f0f610e4500,bc1qeywq7d6plhrxhp0qm2ut,output,0.15001825,2026-08-01T00:13:08.107899,0.00023805,P2WPKH
tx_3ec4f6f5345c479d,bc1qeywq7d6plhrxhp0qm2ut,output,0.03248323,2026-08-01T21:13:08.107899,6.556e-05,P2WPKH
tx_0a046858493f4753,bc1qeywq7d6plhrxhp0qm2ut,input,0.12296553,2026-08-02T03:13:08.107899,0.00011858,P2TR
tx_b7c3fbd4c0064c0f,bc1qjahf7eta3gtfh6rh8yjt,input,0.11947281,2026-08-17T00:13:08.108030,0.00013199,P2TR
tx_501930be179b4c0f,bc1qjahf7eta3gtfh6rh8yjt,input,0.21603799,2026-08-17T23:13:08.108030,0.00026416,P2PKH
tx_237205aae1e14c2e,bc1qnywatwu5duv3ajtkakhc,input,0.06626076,2026-08-19T01:13:08.108030,0.00013148,P2PKH
tx_10189e2363ff4563,bc1qjahf7eta3gtfh6rh8yjt,input,0.02417552,2026-08-23T01:13:08.108030,3.253e-05,P2PKH
tx_836420d008e846f1,bc1qp0v8fuz7th3pgf24kxuy,input,0.0478256,2026-07-06T02:13:08.108090,5.941e-05,P2WPKH
tx_1c926fb4a98a468f,bc1qp0v8fuz7th3pgf24kxuy,output,0.05061613,2026-07-08T21:13:08.108090,6.86e-05,P2PKH
tx_90354f47da5c434a,bc1qp0v8fuz7th3pgf24kxuy,input,0.05664291,2026-07-12T08:13:08.108090,0.00013865,P2PKH
tx_17fd410344e4413d,bc1qp0v8fuz7th3pgf24kxuy,output,0.41158232,2026-07-12T23:13:08.108090,0.00119368,P2PKH
tx_29e57cf9e42847f6,bc1qp0v8fuz7th3pgf24kxuy,input,0.03194914,2026-07-15T13:13:08.108090,3.499e-05,P2PKH
tx_7be3963c294449bf,bc1qp0v8fuz7th3pgf24kxuy,input,0.06781453,2026-07-17T07:13:08.108090,0.00015732,P2TR
tx_f33f4b8489074e79,bc1qp0v8fuz7th3pgf24kxuy,input,0.06357305,2026-07-19T11:13:08.108090,9.079e-05,P2WPKH
tx_9d13dc58254b41dc,bc1qp0v8fuz7th3pgf24kxuy,output,0.02250009,2026-07-21T00:13:08.108090,6.649e-05,P2TR
tx_e531a37a6b094f32,bc1qp0v8fuz7th3pgf24kxuy,input,0.02514653,2026-07-22T18:13:08.108090,5.317e-05,P2PKH
tx_e49e9864f5e84371,bc1qp0v8fuz7th3pgf24kxuy,output,0.16390995,2026-07-23T09:13:08.108090,0.00025703,P2WPKH
tx_23fcb4d30f464f37,bc1qp0v8fuz7th3pgf24kxuy,output,0.05079536,2026-07-25T20:13:08.108090,0.00012004,P2TR
tx_ce24e51804c74f6e,bc1qp0v8fuz7th3pgf24kxuy,output,3.25883397,2026-07-29T00:13:08.108090,0.00431424,P2WPKH
tx_482de99b867a4841,bc1qp0v8fuz7th3pgf24kxuy,input,0.02498447,2026-08-01T23:13:08.108090,5.88e-05,P2PKH
tx_cebf4c69cade40ec,bc1qp0v8fuz7th3pgf24kxuy,output,0.02601773,2026-08-05T14:13:08.108090,6.157e-05,P2PKH
tx_2abacf5e39c5498f,bc1qq8f7f9j9fjjzyz7utvxm,output,0.06343136,2026-04-28T22:13:08.108281,0.00014768,P2WPKH
tx_f42481859ba84429,bc1q95pq6cgkweechssaske2,output,0.03320193,2026-05-02T05:13:08.108281,4.354e-05,P2WPKH
tx_a644900f1efd42f0,bc1qq8f7f9j9fjjzyz7utvxm,input,0.30964389,2026-05-06T01:13:08.108281,0.00031067,P2PKH
tx_a934194f11e84a74,bc1q95pq6cgkweechssaske2,output,0.37389017,2026-05-08T08:13:08.108281,0.00056677,P2PKH
tx_8c741caacaa94eb4,bc1q95pq6cgkweechssaske2,input,0.02295835,2026-05-10T11:13:08.108281,2.724e-05,P2PKH
tx_d08048bf77a540f5,bc1qq8f7f9j9fjjzyz7utvxm,output,0.05202001,2026-05-12T22:13:08.108281,3.528e-05,P2PKH
tx_f6bf4961071e4d72,bc1q95pq6cgkweechssaske2,output,0.00959475,2026-05-14T12:13:08.108281,1.892e-05,P2TR
tx_cc9e7674058c41c7,bc1q95pq6cgkweechssaske2,input,0.00790663,2026-05-16T22:13:08.108281,1.202e-05,P2TR
tx_fdef673394c04668,bc1qycu8n24ueaspk9jrg8ar,output,0.11260399,2026-04-30T22:13:08.108394,0.00011917,P2WPKH
tx_c401e28cd1a64284,bc1qycu8n24ueaspk9jrg8ar,output,0.2925009,2026-05-03T11:13:08.108394,0.00050075,P2PKH
tx_d3169553e86348a6,bc1qycu8n24ueaspk9jrg8ar,output,0.03978528,2026-05-04T07:13:08.108394,7.227e-05,P2PKH
tx_e8912fd89c184191,bc1qs7xqw5rtpprcu7xsl052,output,0.03533632,2026-05-06T13:13:08.108394,0.00010457,P2PKH
tx_cc9e568161a44ceb,bc1qycu8n24ueaspk9jrg8ar,input,0.04499983,2026-05-08T14:13:08.108394,0.00012059,P2WPKH
tx_8e0bb3cc380c4781,bc1qycu8n24ueaspk9jrg8ar,input,0.0542144,2026-05-10T07:13:08.108394,4.792e-05,P2PKH
tx_905272d2a8284b15,bc1qs7xqw5rtpprcu7xsl052,input,0.06656979,2026-05-13T09:13:08.108394,0.00019233,P2WPKH
tx_8309166fe456472b,bc1qycu8n24ueaspk9jrg8ar,input,0.02396262,2026-05-16T09:13:08.108394,5.719e-05,P2WPKH
tx_4a539b3d40224025,bc1qycu8n24ueaspk9jrg8ar,output,0.00864785,2026-05-18T20:13:08.108394,7.96e-06,P2PKH
tx_64f055a950f642b7,bc1qycu8n24ueaspk9jrg8ar,input,0.04880395,2026-05-20T13:13:08.108394,6.009e-05,P2PKH
tx_eb9687b77bba43e7,bc1qycu8n24ueaspk9jrg8ar,output,0.20282485,2026-05-21T18:13:08.108394,0.00044692,P2PKH
tx_ae75e3c2c79a4285,bc1qs7xqw5rtpprcu7xsl052,input,0.10247727,2026-05-22T19:13:08.108394,0.00019183,P2TR
tx_fb632f7be0974bd9,bc1qycu8n24ueaspk9jrg8ar,input,0.11757466,2026-05-23T19:13:08.108394,0.0002424,P2TR
tx_06ef6b854dc44ec5,bc1q9u3xvxpavqtp6p82y4vy,output,0.03522635,2026-04-17T01:13:08.108567,5.695e-05,P2WPKH
tx_7385cbaf16454b2d,bc1q9u3xvxpavqtp6p82y4vy,input,0.1010935,2026-04-18T23:13:08.108567,0.00025742,P2WPKH
tx_90a5c3c201814a3d,bc1q9u3xvxpavqtp6p82y4vy,output,0.03238122,2026-04-21T02:13:08.108567,6.135e-05,P2PKH
tx_87f8525cf30d46a8,bc1q9u3xvxpavqtp6p82y4vy,input,0.08418965,2026-04-24T06:13:08.108567,0.0001354,P2WPKH
tx_334cc64049074239,bc1q9u3xvxpavqtp6p82y4vy,input,0.01400241,2026-04-26T15:13:08.108567,3.085e-05,P2PKH
tx_1b5f79eeaa164e9d,bc1q9u3xvxpavqtp6p82y4vy,output,0.01589077,2026-04-29T19:13:08.108567,3.929e-05,P2WPKH
tx_de9e132621824ad7,bc1q8x2e97mhla06pdy4gjmp,input,0.10302085,2026-09-04T08:13:08.108655,0.00025223,P2PKH
tx_6fc5fdd9a2b444f7,bc1q93lk28a35av3kk5gh7tq,input,0.19132604,2026-09-08T08:13:08.108655,0.00031288,P2PKH
tx_03358872c91c4523,bc1q93lk28a35av3kk5gh7tq,output,0.03064911,2026-09-11T00:13:08.108655,4.951e-05,P2PKH
tx_15f04dd8233f4974,bc1q8x2e97mhla06pdy4gjmp,output,0.02405925,2026-09-14T18:13:08.108655,5.005e-05,P2PKH
tx_d8d96b86e0574983,bc1q93lk28a35av3kk5gh7tq,output,0.17338451,2026-09-17T19:13:08.108655,0.00040709,P2WPKH
tx_555d8094837044f2,bc1q8x2e97mhla06pdy4gjmp,output,0.43903028,2026-09-20T18:13:08.108655,0.00124708,P2TR
tx_c78c6bb4b7b140c3,bc1q93lk28a35av3kk5gh7tq,output,0.1858245,2026-09-24T08:13:08.108655,0.00036365,P2TR
tx_6e60da2fc2bc4046,bc1q8x2e97mhla06pdy4gjmp,output,0.12365252,2026-09-25T08:13:08.108655,0.00030232,P2PKH
tx_c7e7e414ae6f48b0,bc1q93lk28a35av3kk5gh7tq,output,0.00728248,2026-09-28T02:13:08.108655,1.685e-05,P2TR
tx_465b6b2bc2a344c8,bc1q93lk28a35av3kk5gh7tq,input,0.06908626,2026-09-29T01:13:08.108655,0.00012194,P2TR
tx_f22836e71dc94be7,bc1q8x2e97mhla06pdy4gjmp,input,0.12701786,2026-09-30T03:13:08.108655,0.00022515,P2WPKH
tx_a7438dbda1124ad5,bc1q93lk28a35av3kk5gh7tq,output,0.04150923,2026-10-04T03:13:08.108655,3.014e-05,P2PKH
tx_e022888069ea43bb,bc1q8x2e97mhla06pdy4gjmp,output,0.01103515,2026-10-06T10:13:08.108655,2.887e-05,P2PKH
tx_f0c4efcf44d449c0,bc1q93lk28a35av3kk5gh7tq,output,0.10683732,2026-10-09T17:13:08.108655,0.00029957,P2PKH
tx_d01ad8499d2b4ad0,bc1qcw3u4j8l2sgk64kfe7ev,output,0.05293441,2026-09-10T17:13:08.108839,0.00011189,P2TR
tx_d2d219727d904ef3,bc1qrte54dym734qgr7tkulr,output,0.00995283,2026-09-14T12:13:08.108839,2.252e-05,P2WPKH
tx_7f93397d0cf54ca9,bc1qcw3u4j8l2sgk64kfe7ev,input,0.09110162,2026-09-15T10:13:08.108839,0.00019061,P2TR
tx_2c680e6fb7044b74,bc1qrte54dym734qgr7tkulr,input,0.12703643,2026-09-19T01:13:08.108839,0.00018562,P2PKH
tx_9ae9eee7687e4806,bc1qrte54dym734qgr7tkulr,input,0.45877129,2026-09-19T22:13:08.108839,0.00132189,P2PKH
tx_e2d16e98dc434902,bc1qcw3u4j8l2sgk64kfe7ev,input,0.00670284,2026-09-20T08:13:08.108839,7.04e-06,P2PKH
tx_2c074ea4867549ce,bc1qrte54dym734qgr7tkulr,output,0.02664194,2026-09-22T19:13:08.108839,1.957e-05,P2WPKH
tx_2d44a5193d2842f2,bc1qcw3u4j8l2sgk64kfe7ev,input,0.03284413,2026-09-25T04:13:08.108839,8.69e-05,P2PKH
tx_4baa117512e34cb9,bc1qcw3u4j8l2sgk64kfe7ev,output,0.27738116,2026-09-27T01:13:08.108839,0.00017513,P2PKH
tx_6d3993aed9904c90,bc1qrte54dym734qgr7tkulr,output,0.31819446,2026-09-30T07:13:08.108839,0.00086997,P2PKH
tx_2e1f2176196d478b,bc1qhnx60p0ryqkaav7nahm0,input,0.17404551,2026-05-18T09:13:08.108974,0.00011467,P2WPKH
tx_75079451648441b1,bc1qlxpac4vmprs9cwzlrd8k,input,0.07828072,2026-05-19T23:13:08.108974,0.00021735,P2WPKH
tx_754986aad34f4dc8,bc1qlxpac4vmprs9cwzlrd8k,input,0.27496027,2026-05-20T13:13:08.108974,0.00064012,P2PKH
tx_438cdeae561a4483,bc1qhnx60p0ryqkaav7nahm0,output,0.00859822,2026-05-21T06:13:08.108974,1.414e-05,P2WPKH
tx_c9163a68e5ec4ceb,bc1qhnx60p0ryqkaav7nahm0,output,0.02902694,2026-05-25T04:13:08.108974,3.523e-05,P2PKH
tx_82864b7edd5a497a,bc1qlxpac4vmprs9cwzlrd8k,output,0.08245399,2026-05-25T16:13:08.108974,0.00019028,P2TR
tx_b91f6454875e446a,bc1qhnx60p0ryqkaav7nahm0,output,0.27345738,2026-05-27T15:13:08.108974,0.00043284,P2PKH
tx_0c428dd1cdf145d5,bc1qlxpac4vmprs9cwzlrd8k,output,0.00952379,2026-05-28T06:13:08.108974,1.441e-05,P2PKH
tx_73446fd0c32c4128,bc1qhnx60p0ryqkaav7nahm0,input,0.02270452,2026-05-30T16:13:08.108974,4.417e-05,P2PKH
tx_bc6ab5b2f7494aae,bc1qhnx60p0ryqkaav7nahm0,output,0.43282727,2026-05-31T20:13:08.108974,0.00057917,P2TR
tx_2a005598e4ae4086,bc1qhnx60p0ryqkaav7nahm0,output,0.04917313,2026-06-01T14:13:08.108974,7.422e-05,P2PKH
tx_1bee098f10ea4ebb,bc1qh9pyw775k9lvhfdlsryp,input,0.00480749,2026-04-11T06:13:08.109117,9.46e-06,P2WPKH
tx_506b2c3e5998418b,bc1qh9pyw775k9lvhfdlsryp,input,0.03009727,2026-04-11T15:13:08.109117,5.524e-05,P2PKH
tx_5bdad212f1ee4a89,bc1qh9pyw775k9lvhfdlsryp,input,0.17996193,2026-04-13T19:13:08.109117,0.0001425,P2PKH
tx_d5d3e2148f6642b2,bc1qh9pyw775k9lvhfdlsryp,output,0.05296312,2026-04-16T05:13:08.109117,5.107e-05,P2PKH
tx_527a72173eb44051,bc1qh9pyw775k9lvhfdlsryp,output,0.03029434,2026-04-16T11:13:08.109117,4.767e-05,P2PKH
tx_320ed9b02abc483b,bc1qyjt6dcugp8pre0xp9klv,output,0.02333602,2026-05-17T02:13:08.109186,2.521e-05,P2WPKH
tx_2eb8018658ec4619,bc1qyjt6dcugp8pre0xp9klv,output,0.36009216,2026-05-19T11:13:08.109186,0.00023976,P2WPKH
tx_7a4eefecf4d24bc7,bc1qypzjm3yjdh9jjex3z9mt,output,0.12517505,2026-05-23T02:13:08.109186,0.00015651,P2PKH
tx_cd9b8ab64daf4739,bc1qyjt6dcugp8pre0xp9klv,input,0.34619218,2026-05-26T10:13:08.109186,0.00079596,P2PKH
tx_d8e66992aab34a3b,bc1qyjt6dcugp8pre0xp9klv,output,0.150077,2026-05-29T17:13:08.109186,0.00015103,P2PKH
tx_7064914682544bba,bc1qypzjm3yjdh9jjex3z9mt,output,0.02229707,2026-06-01T11:13:08.109186,4.709e-05,P2TR
tx_b7ee5743b8824d33,bc1qyjt6dcugp8pre0xp9klv,input,0.06244946,2026-06-05T05:13:08.109186,0.00014817,P2WPKH
tx_328581bc66004f18,bc1qypzjm3yjdh9jjex3z9mt,input,0.03714875,2026-06-08T07:13:08.109186,7.791e-05,P2PKH
tx_60c696a0ba0a4447,bc1qypzjm3yjdh9jjex3z9mt,output,0.12739497,2026-06-11T06:13:08.109186,0.00014168,P2WPKH
tx_1ba6a7b4ad2a4548,bc1qypzjm3yjdh9jjex3z9mt,output,0.99701801,2026-06-15T04:13:08.109186,0.00284894,P2WPKH
tx_9a1de834f1f64e39,bc1qyjt6dcugp8pre0xp9klv,input,0.25165572,2026-06-16T03:13:08.109186,0.00019996,P2TR
tx_2697e04ed3b84733,bc1qgkl5sxd8hxfttaadyn9t,output,0.03797067,2026-05-20T06:13:08.109333,5.168e-05,P2PKH
tx_cfef0313b9a24014,bc1q6z4dyxyk5fz6h7reg3ps,input,0.01554731,2026-05-23T14:13:08.109333,3.003e-05,P2TR
tx_5e551f8bd24c4f59,bc1q6z4dyxyk5fz6h7reg3ps,input,0.09552792,2026-05-25T21:13:08.109333,0.00014568,P2PKH
tx_613ac2da82cc48b0,bc1qgkl5sxd8hxfttaadyn9t,input,0.02368018,2026-05-29T07:13:08.109333,5.762e-05,P2PKH
tx_87fda0b7a868498e,bc1qz9t7xs7vfzxnxyl0qa7y,input,0.36076842,2026-08-31T07:13:08.109393,0.00061514,P2TR
tx_fb5715121e2d476e,bc1qz9t7xs7vfzxnxyl0qa7y,input,0.01724545,2026-09-03T13:13:08.109393,3.451e-05,P2PKH
tx_e5c29aecef32432e,bc1qz9t7xs7vfzxnxyl0qa7y,output,0.01589259,2026-09-05T07:13:08.109393,4.298e-05,P2TR
tx_475ab19dcbf64a2d,bc1qz9t7xs7vfzxnxyl0qa7y,input,0.04459874,2026-09-08T18:13:08.109393,0.00012875,P2PKH
tx_0d5535ae505847ea,bc1qz9t7xs7vfzxnxyl0qa7y,output,0.03896393,2026-09-09T19:13:08.109393,6.093e-05,P2WPKH
tx_ba61e77e1bf84002,bc1qz9t7xs7vfzxnxyl0qa7y,output,0.02173959,2026-09-13T04:13:08.109393,1.406e-05,P2WPKH
tx_be5ddd4c2ca74889,bc1qum0s8j32hfa2t32rpdrn,input,0.11443321,2026-08-06T15:13:08.109477,0.00013999,P2PKH
tx_0e378dc24c9847ab,bc1qum0s8j32hfa2t32rpdrn,output,0.34303117,2026-08-09T11:13:08.109477,0.00100315,P2WPKH
tx_e6c51e8d54e549a5,bc1qum0s8j32hfa2t32rpdrn,input,0.10910056,2026-08-11T23:13:08.109477,0.00026965,P2PKH
tx_f15b586975524ab3,bc1qum0s8j32hfa2t32rpdrn,input,0.01301483,2026-08-12T19:13:08.109477,1.582e-05,P2WPKH
tx_227e91e81c9b4db4,bc1qum0s8j32hfa2t32rpdrn,output,0.02251083,2026-08-13T10:13:08.109477,2.991e-05,P2WPKH
tx_796fb0c310244dca,bc1qum0s8j32hfa2t32rpdrn,input,0.21776026,2026-08-16T14:13:08.109477,0.00065238,P2WPKH
tx_18e92e19bacf4aca,bc1qpddcw7xrvavzwcv2hshd,output,0.13509882,2026-03-31T15:13:08.109565,0.00018876,P2WPKH
tx_6243cec948d74a1a,bc1qpddcw7xrvavzwcv2hshd,output,0.06637097,2026-04-01T10:13:08.109565,0.00014326,P2PKH
tx_7337c467e2854328,bc1q9xt86h459gafsu5zpv6s,output,0.07068754,2026-04-04T01:13:08.109565,5.889e-05,P2PKH
tx_79dd9b09a07048c1,bc1q9xt86h459gafsu5zpv6s,output,0.11844421,2026-04-06T19:13:08.109565,0.00031359,P2PKH
tx_f9ce5d837bda47fb,bc1q9xt86h459gafsu5zpv6s,input,0.00808313,2026-04-09T06:13:08.109565,1.439e-05,P2TR
tx_2868f85238344f63,bc1qpddcw7xrvavzwcv2hshd,input,0.02024091,2026-04-09T19:13:08.109565,1.865e-05,P2PKH
tx_58e7075e64a04a36,bc1q9xt86h459gafsu5zpv6s,output,0.01869739,2026-04-12T23:13:08.109565,2.262e-05,P2PKH
tx_659de958a0ef407b,bc1qpddcw7xrvavzwcv2hshd,output,0.02181357,2026-04-16T08:13:08.109565,1.303e-05,P2PKH
tx_5af26accc6164ec5,bc1q9xt86h459gafsu5zpv6s,output,0.32453074,2026-04-17T03:13:08.109565,0.00018636,P2PKH
tx_38a22ab87c6a467d,bc1q9xt86h459gafsu5zpv6s,output,0.28478831,2026-04-20T19:13:08.109565,0.00059774,P2TR
tx_68f5410efcbf494e,bc1q9xt86h459gafsu5zpv6s,output,0.02600877,2026-04-21T04:13:08.109565,6.936e-05,P2PKH
tx_a34da3d955b9435e,bc1q9xt86h459gafsu5zpv6s,output,0.27254543,2026-04-24T03:13:08.109565,0.00045619,P2WPKH
tx_20597890e06c4f8a,bc1q9xt86h459gafsu5zpv6s,input,0.12506802,2026-04-27T19:13:08.109565,7.033e-05,P2PKH
tx_586ecf0c628945b4,bc1qdhj3k3gmzmk5dhuk7atu,output,0.34858661,2026-03-22T05:13:08.109750,0.001009,P2WPKH
tx_488dc7ac5dd14975,bc1qgserry4z0dfy7y57ms0e,output,0.1485606,2026-03-23T22:13:08.109750,0.00038407,P2WPKH
tx_ff4643844d384241,bc1qdhj3k3gmzmk5dhuk7atu,input,0.0204331,2026-03-26T22:13:08.109750,3.37e-05,P2PKH
tx_d165b712ce4c4fc5,bc1qdhj3k3gmzmk5dhuk7atu,input,0.04188717,2026-03-27T14:13:08.109750,3.071e-05,P2PKH
tx_e2c39bce6c984666,bc1qgserry4z0dfy7y57ms0e,output,0.03174422,2026-03-30T18:13:08.109750,1.75e-05,P2PKH
tx_770b39b1140342e1,bc1qdhj3k3gmzmk5dhuk7atu,input,0.03408093,2026-04-02T02:13:08.109750,8.839e-05,P2PKH
tx_78290325c53e43a5,bc1qgserry4z0dfy7y57ms0e,input,0.22300225,2026-04-03T14:13:08.109750,0.00027958,P2WPKH
tx_38198c8ca8954e18,bc1qgserry4z0dfy7y57ms0e,output,0.16345181,2026-04-05T11:13:08.109750,0.00046678,P2WPKH
tx_c012bda71f344cde,bc1qgserry4z0dfy7y57ms0e,output,0.01950167,2026-04-08T19:13:08.109750,3.72e-05,P2PKH
tx_83f99114d3b543aa,bc1qgserry4z0dfy7y57ms0e,output,0.04201229,2026-04-10T07:13:08.109750,0.00010449,P2PKH
tx_6edf62cdd4e944bd,bc1qdhj3k3gmzmk5dhuk7atu,input,0.03755722,2026-04-11T06:13:08.109750,0.00010438,P2WPKH
tx_b59cf08bb7da411d,bc1qfwrwtaad5f7elhsygrn8,input,0.01680287,2026-08-13T07:13:08.109893,4.737e-05,P2TR
tx_9215a416c4e8497e,bc1q6vcseylakxvlca26d3u7,input,0.02489835,2026-08-15T13:13:08.109893,1.45e-05,P2PKH
tx_f8c080c2762c4ad7,bc1q6vcseylakxvlca26d3u7,input,0.0110191,2026-08-17T16:13:08.109893,8.44e-06,P2WPKH
tx_87574e30684e478e,bc1q6vcseylakxvlca26d3u7,output,0.11866734,2026-08-20T12:13:08.109893,0.00023193,P2PKH
tx_6a42a76da976436b,bc1q32a8h3vlyw7qa9ltcrfz,input,0.3328463,2026-06-05T03:13:08.109978,0.00077145,P2PKH
tx_541bb606156f4ca9,bc1q0epgwq4gn2aet74zgu25,input,0.03812184,2026-06-06T14:13:08.109978,7e-05,P2PKH
tx_8461ffef2c3f485c,bc1q32a8h3vlyw7qa9ltcrfz,input,0.03204827,2026-06-08T03:13:08.109978,7.205e-05,P2TR
tx_9ee1c2a87d6d41ee,bc1q32a8h3vlyw7qa9ltcrfz,output,0.04965657,2026-06-10T14:13:08.109978,0.00010662,P2PKH
tx_4de2350a420243b1,bc1q32a8h3vlyw7qa9ltcrfz,input,0.07803806,2026-06-14T06:13:08.109978,0.00016821,P2PKH
tx_de6bc847a97249ba,bc1q32a8h3vlyw7qa9ltcrfz,input,0.07579257,2026-06-17T20:13:08.109978,0.00010143,P2PKH
tx_fabb6fa5bb164a23,bc1q0epgwq4gn2aet74zgu25,output,0.31917774,2026-06-21T04:13:08.109978,0.00038659,P2PKH
tx_b56318667ad844f6,bc1q32a8h3vlyw7qa9ltcrfz,input,0.27161902,2026-06-22T05:13:08.109978,0.00069954,P2WPKH
tx_b352cb426d164177,bc1q0epgwq4gn2aet74zgu25,output,0.02224874,2026-06-22T20:13:08.109978,4.447e-05,P2PKH
tx_6a0238669b1c499e,bc1q32a8h3vlyw7qa9ltcrfz,output,0.00747802,2026-06-25T22:13:08.109978,7.51e-06,P2PKH
tx_9a9cf8ddda49407a,bc1q0epgwq4gn2aet74zgu25,output,0.02446771,2026-06-28T23:13:08.109978,3.015e-05,P2PKH
tx_13afb770e12c446c,bc1q32a8h3vlyw7qa9ltcrfz,input,0.03318342,2026-06-29T23:13:08.109978,9.483e-05,P2TR
tx_e5a4a4681033478a,bc1q32a8h3vlyw7qa9ltcrfz,output,0.03392345,2026-07-01T21:13:08.109978,4.185e-05,P2PKH
tx_4cd2219121b34771,bc1q4uzvesd9evnwsadfgqzk,output,0.43484664,2026-09-05T06:13:08.110212,0.00063387,P2TR
tx_6101eb64abaf4eec,bc1qllg67yed6s0n54e740ed,output,0.13934382,2026-09-07T21:13:08.110212,0.00039875,P2WPKH
tx_a5b66ab87ba741c8,bc1q4uzvesd9evnwsadfgqzk,output,0.01034616,2026-09-09T13:13:08.110212,1.296e-05,P2TR
tx_8909c95f4e514c73,bc1qllg67yed6s0n54e740ed,input,0.16888324,2026-09-12T10:13:08.110212,0.00047917,P2PKH
